RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20
89830,9716,72949,Zip,AR,AR,Ozark,,Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77646,77619,77882,78156,78665,78293,77891,77204,77326,77441,77433,76995,76449,76134,75685,75324,74630,74978,75051,75423,75059,74936,74891,75020,75259,75318,75158,74711,74196,73761,73920,74199,74018,73377,72819,72731,72787,72828,72877,73270,73703,74120,74139,74053,73843,73707,73547,73658,73640,73704,73999,74188,74531,74533,74633,74606,74836,75570,76240,76888,77089,77277,76768,76247,75367,75296,75089,75552,75907,76172,76350,76013,76436,76824,77176,77168,77134,77207,77803,78052,78531,78649,79031,79545,79501,79544,79960,80955,82149,83000,83364,83597,83394,83598,83539,83587,83492,83686,84062,84440,85003,85208,85230,84693,84778,84457,85084,86231,88080,89141,89348,89389,88957,88873,89029,90114,90920,91918,91659,91343,90267,89702,90071,90463,91160,91191,91605,91942,92091,92214,92807,93148,93759,94326,94508,94719,94869,95459,95683,95612
89215,9952,71832,Zip,AR,AR,De Queen,,Sevier County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89214,89761,90243,90693,90512,89719,89211,88675,88203,87791,87322,87003,86449,85697,84625,83923,84092,85025,85274,85876,86420,86982,87421,87638,88326,88648,88973,89272,89586,89964,91005,91176,91288,91047,91181,91332,91403,91908,92613,93267,93289,93426,93305,93920,94364,94940,95565,96090,96533,96765,96858,96933,97366,97603,97795,97689,97680,97642
89586,9954,72472,Zip,AR,AR,Trumann,Jonesboro,Poinsett County,42663,42479,42418,42259,42136,41986,41920,42027,42202,42334,42470,42625,42930,43150,43353,43408,43509,43559,43743,43882,44038,44084,44140,44197,44046,44103,44011,44157,44271,44607,44471,43979,43389,43202,43092,42986,43061,43272,43665,43964,44135,44292,44726,45380,45941,46396,46777,47195,47235,47190,47074,47151,47227,47143,47037,47041,47232,47273,47456,47695,48174,48459,48757,48924,49168,49403,49629,49786,49859,49897,49757,49540,49459,49503,49457,49307,49192,49290,49389,49490,49464,49646,49938,50235,50345,50333,50417,50514,50726,50812,50925,50955,51179,51331,51470,51611,51788,51974,52145,52378,52612,52838,53104,53456,53721,53909,54006,54177,54403,54784,55150,55540,55779,56050,56280,56452,56591,56777,57073,57354,57555,57713,57829,57987,58150,58383,58553,58689,58763,58790,58835,58884,59012,59074,59172,59191,59217,59121,59029,59101,59237,59452,59440,59399,59269,59212,59131,59047,58916,58778,58693,58530,58433,58269,58255,58157,58123,58022,57903,57680,57466,57302,57096,56822,56512,56235,56020,55852,55742,55676,55645,55654,55652,55631,55548,55525,55439,55388,55222,55091,54864,54652,54414,54252,54174,54132,54162,54142,54164,54152,54195,54240,54307,54305,54342,54391,54472,54547,54692,54883,55080,55210,55337,55429,55531,55684,55831,56011,56093,56152,56121,56038,55976,56002,56096,56222,56314,56477,56613,56682,56736,56804,56875,56988,57082,57239,57330,57394,57484,57497,57524,57496,57582,57726,57945,58166,58439,58609,58786,58894,59059,59263,59563,59992,60294,60500,60685,60948,61166,61417,61700,62001,62266,62435,62706,62916,63291,63589,63892,64182,64559,64938,65215,65753,66345,67089,67491,67865,68199,68756,69376,69868,70237,70606,71223,71827,72470,72842,73224,73579,74015,74376,74678,75069,75520,75969,76266,76427,76531,76783,77180
89379,9956,72112,Zip,AR,AR,Newport,,Jackson County,33911,33894,33853,33845,33794,33799,33763,33764,33787,33805,33876,33892,33979,34115,34338,34497,34601,34623,34621,34632,34625,34642,34601,34679,34822,34961,34944,34902,35026,35227,35501,35713,35882,36017,36104,36188,35936,35436,35091,34763,34623,34373,34351,34252,34236,34245,34325,34244,34330,34692,35061,35410,35386,35528,35505,35601,35620,35599,35661,35790,35952,35998,35893,35875,35944,36038,36107,36202,36266,36296,36290,36389,36461,36498,36624,36717,36949,37064,37231,37282,37394,37573,37730,37800,37876,38005,38164,38272,38360,38453,38541,38650,38814,38964,39128,39270,39463,39622,39763,39900,40036,40150,40283,40486,40684,40859,41015,41199,41353,41561,41791,42057,42275,42594,42918,43178,43337,43493,43715,43932,44167,44389,44563,44722,44900,45064,45201,45295,45385,45537,45622,45752,45803,45836,45883,45972,46035,46078,46218,46410,46584,46605,46542,46385,46232,46091,45864,45696,45575,45472,44990,44494,44150,43952,43762,43542,43371,43205,43146,42690,42163,41399,41137,40727,40422,40070,40105,40233,40435,40540,40601,40907,41234,41689,41734,42083,42205,42500,42255,41959,41667,41487,41374,41192,40986,40885,40900,40898,40819,40570,40437,40286,39861,39434,39022,38917,38855,38802,38847,38827,38897,39003,39145,39429,39833,40272,40500,40595,40649,40739,40789,40780,40754,40614,40539,40466,40580,40617,40804,40948,41122,41169,41135,41083,41105,41227,41458,41629,41681,41631,41531,41399,41416,41446,41532,41562,41551,41479,41306,41030,40919,40896,41052,41137,41083,40930,40923,41096,41503,41975,42405,42804,42978,43242,43349,43602,43753,44207,44540,44859,44833,44913,45064,45333,45535,45737,46016,46277,46606,46755,46950,47064,47270,47411,47667,48039,48466,48740,48933,49133,49378,49644,49898,50186,50533,50866,51082,51155,51265,51474,51736
89724,9962,72730,Zip,AR,AR,Farmington,Fayetteville-Springdale-Rogers,Washington County,91725,91568,91630,91686,91762,91861,92000,92199,92338,92412,92644,92914,93758,94543,95273,95396,95501,95580,95902,96221,96504,96638,96816,96967,96394,96040,95666,96110,96586,97112,97199,97340,97650,98469,98802,99199,99355,99616,99478,99452,99745,100135,100549,100450,100579,100547,100800,100932,101483,102156,103662,104853,105001,104950,105059,106263,106921,107586,108371,109340,110351,110809,110774,110427,110810,111261,111835,111818,111715,111424,111142,111007,111029,111473,112081,113139,114023,114787,115317,115786,116839,118009,119208,120118,120757,121125,121311,121166,121349,121883,122833,123622,124126,124600,125161,125862,126695,127661,128727,130127,131592,133120,134200,135647,137018,138638,140006,141471,142923,144497,146135,147592,148742,149598,150877,152179,153924,155555,156952,157898,158744,159923,161128,162452,163779,165108,166136,166875,167025,166763,167042,167640,168262,168144,167740,167490,167125,167156,166720,165987,165152,164720,164645,164437,164231,164085,163907,163020,161974,160052,158550,157217,156623,155851,153560,151388,149195,147718,146133,144984,144248,144453,145075,146084,146738,146776,147654,147847,148254,147664,147572,147281,146770,145499,143751,141886,139603,138086,136922,136797,136488,136506,136030,135147,133842,132978,132517,132261,132227,132382,132740,132726,132638,132525,133127,134808,136986,138539,139240,139537,140097,140167,139383,139112,139563,139867,139273,137601,137197,137506,138991,140360,141554,142848,144027,144446,143613,144112,145772,148329,149609,150053,149731,149009,148557,148547,149301,150452,152228,152890,152734,152221,151193,151098,151235,152439,153347,153999,154579,154748,155209,155657,156301,157352,159125,160610,161409,161968,162795,163930,164587,165553,165952,166503,167112,167248,167452,167633,169001,170335,171812,172565,173826,174831,176517,178364,179604,180429,180753,181798,182758,183579,184042,184840,185995,187152,187858,188037,188994,190608,192302,193247,193683,194157,194670,195120,195015,194856,194662,194585,193986
89812,10048,72927,Zip,AR,AR,Booneville,,Logan County,56583,56586,56665,56824,56919,56846,56871,57105,57442,57785,57973,58375,58730,59175,59425,59424,59739,60190,60887,61213,61588,61717,61888,61784,61852,62074,62335,62968,63102,63614,63158,62828,62073,61794,61996,62062,61972,61322,60990,60546,60422,59850,60042,60281,60757,61089,60984,61112,61243,61654,61984,62203,62336,62505,62422,62377,62387,62493,62690,62955,63127,63282,63150,63108,63135,63311,63294,63259,63085,62896,62841,62598,62588,62492,62635,62723,62883,62919,63144,63218,63550,63722,63820,63929,64090,64206,64174,64040,63967,64048,64240,64479,64683,64931,65220,65407,65544,65826,66391,67046,67599,68116,68476,68947,69212,69615,69926,70439,70851,71403,71737,72166,72562,72988,73500,73826,74215,74390,74718,75003,75427,75664,75868,76061,76293,76545,76751,77061,77475,77897,78176,78366,78427,78605,78818,78997,79035,78976,78946,79003,78964,79042,78915,78816,78645,78685,78775,78822,78791,78707,78643,78368,78207,78120,78213,78204,78183,77840,77450,76988,76694,76582,76152,75936,75487,75515,75771,76130,76369,76402,76408,76376,76382,76182,76300,76338,76556,75662,74478,73490,73148,73197,73046,73046,72885,72970,73087,73356,73398,73524,73606,73543,73010,72351,72005,71835,71929,71920,72011,71771,71757,72206,72928,73480,74144,74706,75304,75595,75721,75655,75357,75248,75381,75599,75723,75841,75983,76360,76653,76895,76898,76893,77020,77476,77539,77276,76737,76642,76707,76664,76258,75758,75722,76300,76926,76690,76290,76384,76899,77289,76541,75865,75137,75649,75967,76235,75842,76174,77066,77559,77792,76690,76871,76678,77926,78024,78254,78014,79043,80018,80262,80240,80443,82431,84170,86438,87566,88337,88506,87685,86882,86137,86587,87545,88306,88549,87672,85957,84184,83058,82663,83037,82821,82408,81361,80149,79016,77697,77056,76815,76822
89165,10194,71671,Zip,AR,AR,Warren,,Bradley County,,,,,,,,,,,,,,,,37498,37558,37872,38261,38709,38873,38783,38821,38925,39311,39439,39733,40197,40737,40754,40542,40159,40240,40738,41122,41211,40914,40993,40679,40083,39561,39513,39790,40059,40280,40350,40196,40299,40291,40351,40663,41081,41295,41354,41547,42046,42337,42572,42868,43161,43604,43778,43920,44044,44249,44522,44747,44872,44785,44792,44953,45303,45567,45646,45641,45559,45714,45715,45698,45582,45899,46236,46461,46503,46515,46835,47008,47279,47580,48044,48460,48896,49292,49681,49975,50214,50515,50723,51105,51457,51692,52011,52353,52750,52991,53295,53644,54055,54420,54820,55199,55588,56000,56485,56974,57365,57595,57674,57810,57904,58039,58146,58409,58693,58968,58742,58574,58417,58736,58943,59239,59420,59685,59801,59910,60020,60078,60238,60399,60631,60569,60592,60453,60395,60209,60136,59844,59440,59134,59090,58851,58455,58137,58071,57978,57850,57580,57342,57196,57183,56871,56385,55851,55562,55265,54882,54583,54357,54221,54117,53901,53703,53626,53760,54062,54267,54321,54274,54261,54287,54422,54471,54541,54478,54446,54339,54250,54178,54240,54323,54403,54460,54495,54594,54771,54960,55162,55330,55546,55722,55865,55911,55863,55742,55540,55353,55170,55114,55040,55014,54907,54793,54671,54651,54691,54723,54734,54737,54732,54731,54824,54946,55037,55136,55215,55367,55483,55641,56178,56689,57180,57281,57405,57465,57536,57589,57641,57642,57764,57946,57742,57420,57205,57352,57415,57404,57466,57569,57711,57979,58191,58329,58387,58534,58603,58712,58809,59040,59316,59710,60097,60118,60016,60030,60206,60390,60535,60741,60913,60990,61024,61085,61236,61460,61719,61865,62118,62452,62801,63035,63302,63604,63910,64135,64285,64537,64831,65169,65370,65484,65613
89522,10247,72390,Zip,AR,AR,Helena - West Helena,Helena-West Helena,Phillips County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27460,27391,27300,27158,26982,26817,26682,26645,26629,26565,26474,26402,26356,26277,26228,26150,26148,26147,26124,25954,25761,25665,25650,25616,25551,25525,25491,25460,25405,25350,25297,25310,25348,25370,25344,25325,25327,25331,25359,25398,25435,25477,25508,25510,25483,25428,25365,25344,25305,25288,25231,25216,25171,25104,25054,25031,25026,25013,25035,25007,24975,24937,24909,24848,24785,24810,24881,24961,25019,24988,24916,24915,24958,24990,24935,24906,24989,24998,25047,25001,25143,25489,26033,26293,26367,26291,26538,26933,27228,27496,27403,27560,27593,27754,27567,27568,27780,28212,28291,28122,28131,28201,28614,28663,28682,28185,27809,27485,27405,27370,27416,27464,27191,26968,26624,26694,26548,26658,26589,26713,26579,26402,26186,26047,26074,26043,26007,25774,25712,25643,25703,25574
89426,10295,72173,Zip,AR,AR,Vilonia,Little Rock-North Little Rock-Conway,Faulkner County,86407,86245,86664,87131,88069,88621,89102,89242,89351,89486,89710,90453,91281,92538,93425,94579,95123,95462,95776,96384,97221,97676,97956,97868,97816,97560,96608,95156,93682,93457,93763,94156,94144,94286,94478,93579,92303,91024,90326,89906,89389,89022,87720,86817,85888,85535,84799,84803,84870,85097,85767,86350,86930,86491,86715,86556,86856,87283,88437,89578,90197,90491,90748,91241,92250,93448,94557,95492,96249,96635,96809,96836,97294,98208,98558,98823,98608,98952,99497,100095,100695,101058,101319,101792,103019,103223,104365,105245,106266,106596,105840,105565,105106,105000,105116,105294,105624,106669,106476,106107,106182,107036,108503,109614,111026,112592,113428,113221,112017,111050,111411,112191,112933,113498,114705,115506,116007,116275,117555,119773,122140,124126,125635,126779,127019,126773,126131,126521,127462,128469,129099,129522,130358,131148,131461,131825,132916,134389,135763,136710,137139,137565,137313,137520,137091,136993,137102,137711,137802,137749,137821,137829,137536,136811,136818,136394,136396,136091,136235,136168,136561,136534,136329,135969,136160,136701,136903,137199,137489,137982,137895,137710,137157,137066,136696,136482,136069,135799,135880,136065,136280,136304,136475,136607,136946,137564,138402,138812,138999,138941,138863,138467,138189,138137,138315,138534,138751,138588,138611,139137,139860,140443,140593,140975,140994,140864,140714,140463,140305,140121,140170,140140,140219,140549,141092,141456,141934,142407,142856,143379,143978,144628,144715,144423,144223,144412,144570,144623,144800,144988,144834,144805,144565,144441,144179,144414,144522,144150,143651,143550,143513,143578,143726,143768,143748,143981,144642,145296,145857,146600,147454,148206,148583,148977,149244,149620,149868,149888,149918,149974,149961,149682,149566,149456,149652,149999,150993,151927,153028,153585,154151,154272,154600,155156,155667,156279,156850,157500,157867,158257,158430,159024,159503,160272,160898,161413,161823,162132,162374,162450,162418
89428,10460,72176,Zip,AR,AR,Ward,Little Rock-North Little Rock-Conway,Lonoke County,71132,71095,71243,71229,71369,71629,72102,72510,72780,72850,73087,73277,73818,74163,74497,74696,74893,74914,75017,75337,75620,76183,76541,77137,77409,77916,78146,79004,79654,80567,80913,81150,81719,82324,82888,83407,83531,84289,85041,85955,86593,86675,86627,86339,86424,86590,86928,86712,86816,86527,86671,86529,86411,86447,86808,87604,87962,88192,88390,89017,89827,90373,90815,91007,91375,91889,92500,93058,93569,93939,94114,94280,94338,94528,94652,94825,95213,95469,95760,95838,96224,96792,97385,97704,97859,98084,98254,98404,98475,98554,98718,98974,99579,100149,100682,101013,101374,101685,102005,102446,102645,102933,103035,103648,103008,102226,101214,101462,102218,103180,103506,103683,103687,103872,103908,103087,103121,103412,104519,104696,104088,103420,103790,104353,105629,106540,107863,108895,109666,110429,110793,111146,111499,111766,111794,111918,111657,111629,111097,111369,111547,111647,111380,111383,111649,111965,111916,111878,111761,111594,111951,112045,112408,112403,112651,112645,112831,112974,113138,112982,112705,112410,111830,111450,111046,110898,110803,110840,110845,110755,110745,110781,110863,110855,110721,110441,110060,109782,109440,109170,108799,108524,108300,108212,108289,108383,108631,108754,109010,109105,109295,109288,109374,109473,109628,109751,109833,110025,110278,110611,110795,111038,111268,111581,111735,111819,111832,111884,111951,111952,111855,111781,111796,111859,111870,111912,112022,112196,112319,112401,112362,112404,112553,112878,113174,113392,113592,113850,114282,114639,115110,115496,115966,116330,116587,116736,116818,117007,117278,117576,117550,117573,117446,117435,117482,117516,117480,117217,117061,116926,116611,116299,116197,116253,116257,116247,116158,116336,116688,117349,117900,118329,118807,119105,119252,119184,119385,119814,120232,120525,120634,120723,120921,121121,121527,121903,122483,122856,123138,123177,123424,123612,123884,124084,124253,124485,124575,124778,124868,125191,125469
89316,10534,72031,Zip,AR,AR,Clinton,,Van Buren County,48047,48063,47910,47897,47760,47829,47792,47851,47863,47934,48108,48280,48560,48869,49358,49675,49889,49955,49913,49983,50003,50121,50249,50261,50303,50011,50056,49781,50107,50208,50876,51241,51885,52219,52271,52664,52750,53228,53082,53485,53723,54196,54458,54605,54637,54812,55176,55289,55505,55729,56179,56519,56687,56794,56805,57014,57266,57511,57883,58350,58931,59204,59295,59417,59523,59776,59787,59871,59826,59881,59926,59864,59820,59894,60169,60364,60642,60852,61119,61283,61513,61740,61819,62071,62219,62500,62611,62753,62804,62834,63157,63491,63969,64330,64844,65196,65520,65640,65923,66230,66674,67192,67685,68218,68604,68967,69295,69599,70082,70761,71482,72102,72648,72983,73291,73448,73704,73955,74231,74537,74807,75099,75310,75535,75720,76060,76293,76650,76825,77141,77286,77725,77992,78275,78397,78621,78683,78667,78441,78203,78236,78331,78562,78393,78228,77847,77483,77058,76762,76655,76860,77125,77171,76760,76252,75729,75336,75012,74912,74817,74876,74617,74387,73983,73600,73435,73469,73801,74301,74742,75196,75359,75446,75588,75613,75717,75776,76119,76258,76376,76135,75994,75595,75614,75638,75929,76092,76349,76662,76816,76940,76866,76948,77069,77190,77275,77330,77464,77638,77785,78078,78212,78430,78599,78961,79238,79677,79939,80170,80063,80058,80117,79990,80152,80151,80454,80352,80456,80664,80837,81121,81371,81766,82018,82267,82445,82832,83131,83583,83833,83887,84058,84099,84315,84417,84608,85093,85485,85876,86075,86351,86615,87007,87437,87907,88325,88715,89187,89518,89760,90031,90294,90791,91151,91583,91835,92403,93052,93636,93818,93550,93425,93325,93609,93601,93828,93944,94500,94673,94860,94835,95118,95800,96466,97100,97510,98050,98411,98776,98854,99200,99413,99825,100165,100423,100624,100813,100976,101116,101285,101471
89208,10576,71822,Zip,AR,AR,Ashdown,Texarkana,Little River County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74926,74586,74482,74000,73492,72857,72335,71870,71427,71149,71164,71200,71298,71405,71611,71966,72355,72940,73467,74242,75110,75739,75807,75889,76118,76594,76375,76290,76586,77186,77851,78092,78151,78553,79479,80641,81254,81396,81702,81765,81760,81689,81857,82118,82596,82872,82987,83011,83399,84088,84940,85979,86991,88000,88903
89295,10626,72007,Zip,AR,AR,Austin,Little Rock-North Little Rock-Conway,Lonoke County,89071,89081,89186,89190,89341,89431,89932,90294,90725,90780,91080,91444,92377,92970,93651,94063,94516,94556,94272,94149,94168,94699,95103,95627,95546,95859,95872,96377,96644,97903,98834,99993,100540,101187,101476,101717,101538,101771,101825,102389,102803,102991,103044,102751,103190,103580,104111,103939,104137,104519,105322,105872,106024,106126,106490,107074,107205,107145,107373,108309,109479,110033,110687,110912,111530,112037,112596,113410,114179,114820,115044,115105,115384,115633,115663,115768,116217,116637,117025,117009,117383,117913,118487,118788,118701,118932,119171,119426,119537,119613,119875,120163,120660,121266,121994,122717,123035,123422,123825,124524,124938,125276,125773,126447,125586,124330,123247,123514,124773,125197,125285,125130,125282,125860,125493,125113,126208,127994,129581,129629,128932,129564,130920,132086,133115,133720,135257,136065,136465,136663,136934,137466,137808,137470,136859,136535,136240,136325,135737,136005,135764,135608,135144,135172,135408,135606,135460,135466,135497,135423,136075,136407,137154,137105,137276,137147,137310,137432,137594,137391,137112,136645,135898,135332,135026,135092,135195,135345,135452,135519,135674,135917,136155,136225,136074,135773,135318,135063,134812,134651,134356,134190,134136,134153,134234,134512,134985,135357,135603,135733,135944,135970,136110,136205,136370,136420,136458,136605,136761,137022,137244,137501,137722,138012,138094,138159,138101,138231,138383,138465,138487,138514,138656,138771,138803,138894,139177,139495,139800,139985,140100,140145,140190,140389,140576,140798,141003,141252,141956,142577,143237,143455,143700,144009,144214,144404,144487,144706,145008,145231,144492,143838,143219,143371,143554,143690,143946,144145,144424,144535,144448,144458,144799,145103,145265,145164,145240,145270,145476,145346,145381,145443,145747,145909,146178,146401,146772,147239,147463,148041,148472,149240,149612,149729,150050,150543,151212,151728,152063,152205,152532,152659,152786,152820,153063,153507,153700,153792,153634,153597,153633
89510,10784,72370,Zip,AR,AR,Osceola,Blytheville,Mississippi County,43770,43893,44052,44135,44166,44008,44035,44018,44163,44363,44567,44633,44731,44835,45074,45147,45363,45607,45965,46348,46632,46706,46810,47031,47395,47561,47384,47799,48161,48889,48836,48792,48571,48631,48600,48712,48574,48663,48620,48399,48037,47809,48010,48378,48608,48697,48846,48988,49029,49073,49191,49495,49718,49704,49757,49732,49988,50232,50544,50935,51380,51817,52223,52330,52454,52610,52881,53118,53223,53465,53614,53555,53532,53267,53346,53528,54150,54742,55055,55246,55417,55523,55671,55824,56079,56428,56612,56712,56567,56428,56467,56698,57007,57199,57375,57535,57716,57873,58053,58303,58571,58898,59072,59282,59401,59701,59862,60116,60236,60588,60830,61145,61365,61549,61972,62156,62427,62459,62784,63045,63490,63663,63906,64111,64355,64564,64522,64621,64772,65095,65250,65448,65566,65645,65727,65673,65467,65049,64785,64946,65145,65282,65289,65346,65390,66060,66780,67614,68538,69770,70975,71278,71148,70855,70770,70749,70801,70283,69959,69750,69716,69143,68394,68093,68209,68776,69301,69730,69774,69803,69288,68467,67761,67962,68447,68556,68799,69171,69665,69615,69341,69116,69132,69238,69190,68769,68241,67689,66846,65386,64124,63617,63827,64022,63951,64025,63809,63724,63398,64187,64907,66209,66821,66389,65411,64342,64225,64367,64698,64657,64902,64248,63602,62136,60892,60973,61734,62978,63346,63086,62830,62704,62498,62311,62513,63387,64658,64809,64096,62817,61982,61477,61461,61450,62018,62240,61967,61311,60655,60805,61513,62323,62856,63599,63732,63886,63143,63281,63871,64620,64851,64703,64814,65296,65756,65756,65849,65908,66397,66216,65864,65397,65597,65742,65617,65163,65233,65527,65632,65299,64660,64615,64922,65445,66145,66816,67258,66935,66431,66208,66308,66599,67060,67200,67067,66790,66167,65637,65324,65661,65883
89359,10824,72081,Zip,AR,AR,Judsonia,Searcy,White County,56956,56882,56823,56730,56674,56576,56499,56528,56612,56674,56589,56609,56739,56990,57198,57447,57607,57758,57799,57901,58069,58278,58547,58745,58898,59050,59289,59575,59861,60432,60917,61135,61144,61461,62186,62661,62779,62496,62222,61541,61264,60721,60924,60983,61053,60331,59264,58591,58415,58734,59000,59372,59228,59098,58667,58652,58763,59303,59932,60394,60753,60625,60409,60190,60185,60271,60350,60339,60269,60213,60187,60256,60214,60338,60440,60724,61169,61641,61915,61993,62161,62375,62634,62781,62981,63227,63516,63557,63515,63572,63842,64149,64450,64734,64957,65035,65186,65580,66244,66919,67297,67274,67405,67683,68178,68420,68422,68475,68667,68808,68706,68855,69354,70405,70980,71587,71592,72117,73095,74702,75824,76585,77152,78131,79323,80358,81309,82043,83122,83936,84549,84289,83868,83486,83788,83600,83115,82317,82160,81994,81783,81404,81070,81176,82000,82923,83277,83269,83236,83471,83588,83765,83864,83938,84018,84002,83791,83593,83454,83416,83204,82671,82035,81494,81257,81161,81034,80937,80770,80632,80632,80705,80939,81141,81288,81502,81622,81676,81579,81443,81105,80780,80372,80268,80147,80263,80347,80184,79948,79743,79768,79715,79981,80257,80586,80708,80896,81076,81181,81346,81583,81843,81960,82104,82020,81892,81750,81692,81608,81506,81519,81622,81695,81718,81814,81868,82034,82151,82339,82452,82613,82771,82966,83219,83437,83698,83866,84059,84186,84477,84686,84998,85243,85543,85843,85987,86152,86318,86628,87022,87398,87790,88240,88574,88800,89074,89337,89762,90123,90609,91031,91435,92014,92408,92788,93033,93380,93536,93758,94247,94767,95066,95314,95807,96073,96157,96022,96246,96440,96558,96659,97201,97665,98242,99000,100390,101203,101406,101075,101076,101075,101268,101367,100903,100459,99975,99351,98085,97242,96910,96980
